Chr,QTL_Pos_lo,QTL_Pos_hi,QTL_phenotype,QTL_LOD,mash_Pos,mash_log10BF,mash_subpop,mash_phenotype
Chr03K,17370000,26170000,FL50,17.4432720235387,17869872,3.900775947348741,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,17892022,2.2297480539990553,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,18026866,3.6569621678568383,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,18026866,3.6569621678568383,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,18191642,2.2072325474727656,Gulf,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,18191642,2.2072325474727656,Gulf,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,18222771,2.1599278279963445,Gulf,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,18222771,2.1599278279963445,Gulf,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,18235755,4.358902048515888,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,18235755,4.358902048515888,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,18251732,3.357194134075258,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,18251732,3.357194134075258,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,18301981,4.1712431307718,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,18301981,4.1712431307718,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,18559679,2.7974432822773383,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,18559679,2.7974432822773383,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,18728060,2.787235977661288,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,18728060,2.787235977661288,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,18905981,3.8870535680165217,Gulf,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,18905981,3.8870535680165217,Gulf,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,18932691,2.8915326290459444,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,18932691,2.8915326290459444,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,18941464,2.631562494281106,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,18941464,2.631562494281106,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,19287013,3.052428615352435,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,19287013,3.052428615352435,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,19385238,2.2642685381194383,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,19385238,2.2642685381194383,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,19478338,4.068614217314169,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,19478338,4.068614217314169,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,19676805,2.2733605755993485,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,19676805,2.2733605755993485,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,19767954,2.270428375092012,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,19767954,2.270428375092012,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,19973528,2.0317383835342926,Gulf,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,19973528,2.0317383835342926,Gulf,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,20305119,3.486390674621295,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,20305119,3.486390674621295,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,20393531,2.35929293021014,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,20393531,2.35929293021014,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,20437742,2.233793736227156,Gulf,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,20437742,2.233793736227156,Gulf,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,20470736,2.5564547838030802,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,20470736,2.5564547838030802,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,20947907,2.942637087726146,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,20947907,2.942637087726146,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,21070686,2.1405502377693812,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,21070686,2.1405502377693812,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,21118736,2.9916222215369626,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,21118736,2.9916222215369626,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,21245193,2.1887551306762907,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,21245193,2.1887551306762907,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,21272955,2.6287540000599807,Gulf,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,21272955,2.6287540000599807,Gulf,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,21625826,2.128269555944383,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,21625826,2.128269555944383,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,21724091,3.053371999535412,Gulf,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,21724091,3.053371999535412,Gulf,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,21823939,2.2039144344073334,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,21823939,2.2039144344073334,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,22218238,2.2275373412896,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,22218238,2.2275373412896,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,22286956,3.668837528613512,Gulf,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,22286956,3.668837528613512,Gulf,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,22813285,2.1416189360220073,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,22813285,2.1416189360220073,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,23164029,2.5189719340503594,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,23164029,2.5189719340503594,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,23205010,4.012893853862234,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,23205010,4.012893853862234,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,23248624,3.5565538353683843,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,23248624,3.5565538353683843,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,23253208,2.9083337909066356,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,23253208,2.9083337909066356,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,23306373,2.2291526063166422,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,23306373,2.2291526063166422,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,23517122,2.3989287430750657,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,23517122,2.3989287430750657,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,23556858,2.1722955741994276,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,23556858,2.1722955741994276,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,23642743,2.179699528441326,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,23642743,2.179699528441326,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,23688337,3.148800595288075,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,23688337,3.148800595288075,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,23748783,2.0387960829786316,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,23748783,2.0387960829786316,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,23909958,2.337760702651016,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,23909958,2.337760702651016,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,23942888,3.4735390328343287,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,23942888,3.4735390328343287,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,24088011,2.004859803376159,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,24088011,2.004859803376159,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,24095088,2.2075788377847347,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,24095088,2.2075788377847347,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,24353701,4.187795844030248,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,24353701,4.187795844030248,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,24431093,2.1357734769333456,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,24431093,2.1357734769333456,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,24539737,3.323968787050958,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,24539737,3.323968787050958,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,24611373,2.227321535494307,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,24611373,2.227321535494307,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,24718748,3.6606124726282165,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,24718748,3.6606124726282165,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,24815415,2.1705621748505144,Midwest,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,24815415,2.1705621748505144,Midwest,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,24909686,2.741455073465067,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,24909686,2.741455073465067,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,25018887,2.7584764773638404,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,25018887,2.7584764773638404,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,25398397,3.1440395063963917,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,25398397,3.1440395063963917,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,25408676,2.7977796296317288,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,25408676,2.7977796296317288,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,25432152,2.0113094671713188,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,25432152,2.0113094671713188,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,25439419,2.1159708060539195,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,25439419,2.1159708060539195,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,25509344,3.0133279487679046,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,25509344,3.0133279487679046,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,25696009,2.072657947641559,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,25696009,2.072657947641559,Both,flowering
Chr03K,17370000,26170000,FL50,17.4432720235387,25804425,2.5282616100342414,Both,flowering
Chr03K,17930000,26170000,dyln_change_sec,20.338256456099,25804425,2.5282616100342414,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,2529220,2.5821242446343913,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,2529220,2.5821242446343913,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,2539809,2.671211229455302,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,2539809,2.671211229455302,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,2684610,2.010487330046437,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,2684610,2.010487330046437,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,2806199,3.6203565801687154,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,2806199,3.6203565801687154,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,2864067,2.2184833396817467,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,2864067,2.2184833396817467,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,2874057,3.2743866792264846,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,2874057,3.2743866792264846,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,2902821,2.5657191712470913,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,2902821,2.5657191712470913,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,2982404,2.398653341285795,Midwest,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,2982404,2.398653341285795,Midwest,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,3051435,2.695791064781467,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,3051435,2.695791064781467,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,3114545,2.467009949901199,Midwest,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,3114545,2.467009949901199,Midwest,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,3131423,2.321539369935805,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,3131423,2.321539369935805,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,3168170,2.140282540855921,Midwest,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,3168170,2.140282540855921,Midwest,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,3204009,2.21418200591274,Gulf,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,3204009,2.21418200591274,Gulf,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,3284927,4.448598619708151,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,3284927,4.448598619708151,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,3318590,2.1344361257353,Gulf,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,3318590,2.1344361257353,Gulf,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,3652036,2.081936460001939,Gulf,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,3652036,2.081936460001939,Gulf,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,3745933,2.016710865801224,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,3745933,2.016710865801224,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,3920614,2.060451795303667,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,3920614,2.060451795303667,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,3938555,2.670775248880433,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,3938555,2.670775248880433,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,4239954,2.118312817180411,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,4239954,2.118312817180411,Both,flowering
Chr04K,4230000,5500000,dyln_fl50,40.1462478211587,4239954,2.118312817180411,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,4390376,2.023654355430974,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,4390376,2.023654355430974,Both,flowering
Chr04K,4230000,5500000,dyln_fl50,40.1462478211587,4390376,2.023654355430974,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,4448651,2.5493896965638916,Gulf,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,4448651,2.5493896965638916,Gulf,flowering
Chr04K,4230000,5500000,dyln_fl50,40.1462478211587,4448651,2.5493896965638916,Gulf,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,4448651,3.002614691638206,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,4448651,3.002614691638206,Both,flowering
Chr04K,4230000,5500000,dyln_fl50,40.1462478211587,4448651,3.002614691638206,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,4535110,2.1783949161935245,Gulf,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,4535110,2.1783949161935245,Gulf,flowering
Chr04K,4230000,5500000,dyln_fl50,40.1462478211587,4535110,2.1783949161935245,Gulf,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,4535110,3.0798327268408556,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,4535110,3.0798327268408556,Both,flowering
Chr04K,4230000,5500000,dyln_fl50,40.1462478211587,4535110,3.0798327268408556,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,4748592,3.2395833317059206,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,4748592,3.2395833317059206,Both,flowering
Chr04K,4230000,5500000,dyln_fl50,40.1462478211587,4748592,3.2395833317059206,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,4751007,2.4775462907529127,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,4751007,2.4775462907529127,Both,flowering
Chr04K,4230000,5500000,dyln_fl50,40.1462478211587,4751007,2.4775462907529127,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,4880833,2.7564288055383313,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,4880833,2.7564288055383313,Both,flowering
Chr04K,4230000,5500000,dyln_fl50,40.1462478211587,4880833,2.7564288055383313,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,4945941,2.771398239003912,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,4945941,2.771398239003912,Both,flowering
Chr04K,4230000,5500000,dyln_fl50,40.1462478211587,4945941,2.771398239003912,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,5111069,2.778405280925636,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,5111069,2.778405280925636,Both,flowering
Chr04K,4230000,5500000,dyln_fl50,40.1462478211587,5111069,2.778405280925636,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,5141906,2.2583831142021027,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,5141906,2.2583831142021027,Both,flowering
Chr04K,4230000,5500000,dyln_fl50,40.1462478211587,5141906,2.2583831142021027,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,5218065,2.5067845536922566,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,5218065,2.5067845536922566,Both,flowering
Chr04K,4230000,5500000,dyln_fl50,40.1462478211587,5218065,2.5067845536922566,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,5253705,2.4667381878545123,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,5253705,2.4667381878545123,Both,flowering
Chr04K,4230000,5500000,dyln_fl50,40.1462478211587,5253705,2.4667381878545123,Both,flowering
Chr04K,2280000,5500000,FL50,24.5856757140525,5258348,3.023019539470835,Both,flowering
Chr04K,2280000,5500000,dyln_change_sec,27.2839651852451,5258348,3.023019539470835,Both,flowering
Chr04K,4230000,5500000,dyln_fl50,40.1462478211587,5258348,3.023019539470835,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,10002465,2.626755448973503,Gulf,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,10289697,2.6477360628087547,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,10297712,2.4503598927801713,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,10304498,5.144513726989792,Midwest,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,10359885,2.2770676614386605,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,10501199,2.19584592232155,Gulf,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,10522187,3.1179489550263213,Gulf,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,10657678,2.104238194187914,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,10690185,3.8851741544316774,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,10690819,4.758085408781014,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,10753270,2.4755311198343195,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,11026237,3.1407357880540268,Gulf,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,11123537,4.13142547575345,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,11971739,2.125525331844803,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,11982880,2.000159928955935,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12007752,2.9250335984451397,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12082889,3.0530128490803916,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12330085,2.456745523094393,Gulf,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12356523,2.2849452169001716,Gulf,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12418521,2.6577977340843675,Gulf,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12582800,2.557566988785343,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12651532,2.875608622338323,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12673159,3.2684630437892785,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12673977,2.8557485899711095,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12678062,2.3863035359060727,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12678961,4.1512767583704955,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12681502,3.6905683675881713,Gulf,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12690541,3.349360023342682,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12704095,2.5926599579233423,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12766384,3.466253470771545,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12807582,2.1553248552528084,Gulf,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12862874,2.175677824847451,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12879184,4.3768155948687175,Gulf,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12894034,3.2952839562757332,Gulf,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,12906681,2.583858326951484,Both,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,13831320,2.1392212192255773,Gulf,flowering
Chr04K,9920000,13930000,dyln_fl50,33.2910989835285,13923661,2.4018594492354346,Gulf,flowering
Chr05N,2040000,4300000,FL50,27.6917643431671,2270941,2.386693340568541,Gulf,flowering
Chr05N,2040000,3440000,dyln_fl50,55.2648502208533,2270941,2.386693340568541,Gulf,flowering
Chr05N,2040000,4470000,dyln_change_sec,29.4480885284073,2270941,2.386693340568541,Gulf,flowering
Chr05N,2040000,4300000,FL50,27.6917643431671,2370999,2.649498367467678,Both,flowering
Chr05N,2040000,3440000,dyln_fl50,55.2648502208533,2370999,2.649498367467678,Both,flowering
Chr05N,2040000,4470000,dyln_change_sec,29.4480885284073,2370999,2.649498367467678,Both,flowering
Chr05N,2040000,4300000,FL50,27.6917643431671,2622155,3.3780558155217566,Both,flowering
Chr05N,2040000,3440000,dyln_fl50,55.2648502208533,2622155,3.3780558155217566,Both,flowering
Chr05N,2040000,4470000,dyln_change_sec,29.4480885284073,2622155,3.3780558155217566,Both,flowering
Chr05N,2040000,4300000,FL50,27.6917643431671,2685686,2.4627616192312902,Both,flowering
Chr05N,2040000,3440000,dyln_fl50,55.2648502208533,2685686,2.4627616192312902,Both,flowering
Chr05N,2040000,4470000,dyln_change_sec,29.4480885284073,2685686,2.4627616192312902,Both,flowering
Chr05N,2040000,4300000,FL50,27.6917643431671,2710977,2.574093296424653,Both,flowering
Chr05N,2040000,3440000,dyln_fl50,55.2648502208533,2710977,2.574093296424653,Both,flowering
Chr05N,2040000,4470000,dyln_change_sec,29.4480885284073,2710977,2.574093296424653,Both,flowering
Chr05N,2040000,4300000,FL50,27.6917643431671,2796237,2.769972509441847,Gulf,flowering
Chr05N,2040000,3440000,dyln_fl50,55.2648502208533,2796237,2.769972509441847,Gulf,flowering
Chr05N,2040000,4470000,dyln_change_sec,29.4480885284073,2796237,2.769972509441847,Gulf,flowering
Chr05N,2040000,4300000,FL50,27.6917643431671,2876843,3.4428502304935793,Gulf,flowering
Chr05N,2040000,3440000,dyln_fl50,55.2648502208533,2876843,3.4428502304935793,Gulf,flowering
Chr05N,2040000,4470000,dyln_change_sec,29.4480885284073,2876843,3.4428502304935793,Gulf,flowering
Chr05N,2040000,4300000,FL50,27.6917643431671,3100421,2.07390691270495,Both,flowering
Chr05N,2040000,3440000,dyln_fl50,55.2648502208533,3100421,2.07390691270495,Both,flowering
Chr05N,2040000,4470000,dyln_change_sec,29.4480885284073,3100421,2.07390691270495,Both,flowering
Chr05N,2040000,4300000,FL50,27.6917643431671,3142587,4.63485017709967,Both,flowering
Chr05N,2040000,3440000,dyln_fl50,55.2648502208533,3142587,4.63485017709967,Both,flowering
Chr05N,2040000,4470000,dyln_change_sec,29.4480885284073,3142587,4.63485017709967,Both,flowering
Chr05N,2040000,4300000,FL50,27.6917643431671,3191159,2.1714599160182404,Both,flowering
Chr05N,2040000,3440000,dyln_fl50,55.2648502208533,3191159,2.1714599160182404,Both,flowering
Chr05N,2040000,4470000,dyln_change_sec,29.4480885284073,3191159,2.1714599160182404,Both,flowering
Chr05N,2040000,4300000,FL50,27.6917643431671,3240353,2.5224940598999708,Both,flowering
Chr05N,2040000,3440000,dyln_fl50,55.2648502208533,3240353,2.5224940598999708,Both,flowering
Chr05N,2040000,4470000,dyln_change_sec,29.4480885284073,3240353,2.5224940598999708,Both,flowering
Chr05N,2040000,4300000,FL50,27.6917643431671,3337431,2.310004106004542,Both,flowering
Chr05N,2040000,3440000,dyln_fl50,55.2648502208533,3337431,2.310004106004542,Both,flowering
Chr05N,2040000,4470000,dyln_change_sec,29.4480885284073,3337431,2.310004106004542,Both,flowering
Chr05N,2040000,4300000,FL50,27.6917643431671,3391020,2.830504363037191,Gulf,flowering
Chr05N,2040000,3440000,dyln_fl50,55.2648502208533,3391020,2.830504363037191,Gulf,flowering
Chr05N,2040000,4470000,dyln_change_sec,29.4480885284073,3391020,2.830504363037191,Gulf,flowering
Chr05N,2040000,4300000,FL50,27.6917643431671,3416973,2.2976292221251926,Gulf,flowering
Chr05N,2040000,3440000,dyln_fl50,55.2648502208533,3416973,2.2976292221251926,Gulf,flowering
Chr05N,2040000,4470000,dyln_change_sec,29.4480885284073,3416973,2.2976292221251926,Gulf,flowering
